shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
STRONGPOINT;Industrials;Business Equipment & Supplies;stro.ol;19.200000762939453;16.20 - 33.00;25145;0.044;0.022569443547615333;1651190400;0.1658;8.95105;12.075472;2.145;1.59;0.895064;840458944;1656547200;NOK
SUBSEA 7;Energy;Oil & Gas Equipment & Services;subc.ol;92.73999786376953;58.04 - 103.65;549277;0.0115;0.007188555984721577;1651104000;0.012920001;N/A;45.91089;-29.345;2.02;N/A;27401515008;1656547200;NOK
SWORD GROUP;Technology;Software—Application;swp.pa;40.0;35.10 - 53.80;4047;0.2481;0.06;1651190400;0.082270004;7.1581964;23.391813;5.588;1.71;0.989458;381622016;1640908800;EUR
SYNERGIE;Industrials;Staffing & Employment Services;sdg.pa;28.200000762939453;25.35 - 41.20;1645;0.0273;0.009456264519578348;1656460800;0.02629;10.913313;8.545455;2.584;3.3;1.567321;676456000;1640908800;EUR
TARGOVAX;Healthcare;Biotechnology;trvx.ol;1.309999942779541;0.96 - 7.89;2530628;N/A;0.0;N/A;0.0;N/A;-1.4886363;-1.402;-0.88;2.27839;246708368;1648684800;NOK
TARKETT;Industrials;Building Products & Equipment;tktt.pa;12.600000381469727;12.02 - 21.20;2979;N/A;0.0;1560297600;0.00885;N/A;7.636364;-0.294;1.65;1.464781;822814016;1656547200;EUR
TAYNINH;Real Estate;Real Estate Services;tayn.pa;1.2999999523162842;1.30 - 1.80;0;N/A;0.0;864950400;0.0;N/A;N/A;-0.01;N/A;0.577383;11879998;1640908800;EUR
TECHNICOLOR;Communication Services;Entertainment;tch.pa;3.0399999618530273;2.51 - 3.63;37416;N/A;0.0;1498003200;-0.023829998;N/A;152.0;-2.814;0.02;N/A;716904960;1656547200;EUR
TECHNIP ENERGIES N.V.;Energy;Oil & Gas Equipment & Services;te.pa;12.630000114440918;8.44 - 14.82;304041;0.039;0.0;1652832000;0.0385;9.334811;8.254902;1.353;1.53;N/A;2248468480;1656547200;EUR
TECHSTEP;Technology;Software—Application;tech.ol;2.369999885559082;2.30 - 5.18;71464;N/A;0.0;N/A;-0.049099997;N/A;N/A;-0.135;N/A;0.443219;496818336;1648684800;NOK
Teixeira Duarte, SA;Industrials;Engineering & Construction;tdsa.ls;0.08540000021457672;0.08 - 0.11;93686;N/A;0.0;1498089600;-0.14326;N/A;N/A;-0.03;N/A;N/A;35868000;1656547200;EUR
TEKNA HOLDING ASA;Basic Materials;Specialty Chemicals;tekna.ol;16.299999237060547;11.55 - 42.00;10149;N/A;0.0;N/A;-0.64836997;N/A;N/A;N/A;N/A;N/A;2041200000;1648684800;NOK
TELENET GROUP;Communication Services;Telecom Services;tnet.br;14.9399995803833;14.35 - 34.84;89463;0.1762;0.13386881232754946;1651449600;0.3754;5.4665203;4.3684206;2.733;3.42;0.90321;1700799488;1656547200;EUR
TELENOR;Communication Services;Telecom Services;tel.ol;112.94999694824219;112.50 - 153.06;1391055;0.0735;0.0758447711210849;1665014400;0.07853;9.169508;12.028753;12.318;9.39;0.029707;158068998144;1656547200;NOK
TELEPERFORMANCE;Industrials;Specialty Business Services;tep.pa;299.79998779296875;271.50 - 402.10;89966;0.0101;0.008005337217216149;1650931200;0.07549;54.311592;21.187279;5.52;14.15;0.719693;17608181760;1656547200;EUR
TELEVERBIER;Industrials;Engineering & Construction;tvrb.pa;46.20000076293945;40.60 - 50.00;3;N/A;0.005411255321894802;1588118400;0.12416001;47.87565;N/A;0.965;N/A;0.335888;64680000;1651276800;EUR
TER BEKE;Consumer Defensive;Packaged Foods;terb.br;102.0;95.00 - 125.00;123;0.040599998;0.026143790849673203;1654819200;0.01054;N/A;N/A;-1.363;N/A;0.484906;180262560;1640908800;EUR
TERACT S.A.;Consumer Cyclical;Specialty Retail;tract.pa;7.980000019073486;7.50 - 12.59;4602;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
TESSENDERLO GROUP;Basic Materials;Agricultural Inputs;tesb.br;31.549999237060547;29.00 - 37.45;12224;N/A;0.0;1370476800;0.090220004;13.729329;N/A;2.298;N/A;0.562529;1357375616;1640908800;EUR
TETRAGON FINANCIAL GROUP;Financial Services;Asset Management;tfg.as;10.300000190734863;8.02 - 10.90;8801;0.0429;0.02265372126334747;1659312000;0.56501997;3.937309;N/A;2.616;N/A;N/A;920820032;1656547200;USD
TEXAF;Real Estate;Real Estate Services;texf.br;33.599998474121094;30.40 - 3,640.00;191;0.042;0.03670268023820969;1652313600;0.22907;26.49842;N/A;1.268;N/A;0.552946;123196408;1640908800;EUR
TF1;Communication Services;Broadcasting;tfi.pa;6.425000190734863;6.23 - 9.50;233486;0.067;0.04928663926318852;1650499200;0.09793;20.792881;7.5588236;0.309;0.85;1.214183;1352372608;1656547200;EUR
TFF GROUP;Consumer Cyclical;Packaging & Containers;tff.pa;34.599998474121094;22.70 - 36.00;2098;0.0104;0.010115607382519995;1636070400;0.1185;28.15297;5.0658855;1.229;6.83;1.064686;750127936;1651276800;EUR
TGS ASA;Energy;Oil & Gas Equipment & Services;tgs.ol;155.8000030517578;75.12 - 178.30;483011;0.038900003;0.033782626638234524;1658966400;-0.040209997;N/A;63.333332;-13.358;2.46;1.532822;18089469952;1656547200;NOK
THALES;Industrials;Aerospace & Defense;ho.pa;124.55000305175781;70.54 - 131.15;172632;0.0211;0.013408269442643186;1652745600;0.07283;54.867844;16.496689;2.27;7.55;0.691902;26523793408;1656547200;EUR
THE NAVIGATOR COMP;Basic Materials;Paper & Paper Products;nvg.ls;4.122000217437744;2.80 - 4.24;536743;0.0349;0.039551995325870136;1654214400;0.13277;26.766235;17.175001;0.154;0.24;1.195975;2931496448;1656547200;EUR
THERMADOR GROUPE;Industrials;Industrial Distribution;thep.pa;77.0;76.60 - 106.60;3361;0.024300002;0.015670995670995672;1649721600;0.10873;20.64343;15.187376;3.73;5.07;0.821274;708373056;1640908800;EUR
Thunderbird Resorts Inc.;Consumer Cyclical;Resorts & Casinos;tbird.as;0.06199999898672104;0.05 - 0.23;45255;N/A;0.0;N/A;-0.04809;N/A;N/A;-0.09;N/A;3.987654;1916674;1640908800;USD
TIE KINETIX;Technology;Software—Application;tie.as;16.799999237060547;14.80 - 24.60;171;0.118999995;0.0;1649289600;-0.067389995;4.1874375;N/A;4.012;N/A;0.415428;28202494;1648684800;EUR
TIETOEVRY;Technology;Information Technology Services;tieto.ol;250.8000030517578;206.00 - 312.67;866;0.0542;0.00597421576994208;1663891200;0.06702;30.970612;N/A;8.098;N/A;1.019166;29699233792;1656547200;NOK
TIKEHAU CAPITAL;Financial Services;Asset Management;tko.pa;25.0;19.18 - 26.50;12325;0.0248;0.013333333333333334;1653004800;0.58797;N/A;N/A;-1.511;N/A;N/A;4308649984;1656547200;EUR
TINC;Financial Services;Asset Management;tinc.br;13.4399995803833;12.13 - 13.96;16327;0.0392;0.03794642975617229;1635120000;0.82875;26.987951;28.0;0.498;0.48;0.193579;488726784;1640908800;EUR
TIPIAK;Consumer Defensive;Packaged Foods;tipi.pa;66.0;59.50 - 73.00;8;0.0256;0.013888888888888888;1656892800;0.01905;13.824884;12.0;4.774;5.5;0.15908;57845368;1640908800;EUR
TITAN CEMENT;Basic Materials;Building Materials;titc.br;12.239999771118164;10.42 - 16.20;2111;0.044699997;0.016339869586593087;1651017600;0.04104;612.0;N/A;0.02;N/A;1.202204;940378432;1656547200;EUR
TKH GROUP N.V.;Technology;Communication Equipment;tweka.as;36.52000045776367;34.76 - 57.40;103191;0.0375;0.022818546628911054;1651104000;0.062480003;32.063213;12.549828;1.139;2.91;2.042644;1498839296;1640908800;EUR
TOMRA SYSTEMS;Industrials;Waste Management;tom.ol;222.75;155.06 - 322.20;474604;0.0073;0.012719790497568275;1651190400;0.09369001;36.04369;27.297794;6.18;8.16;0.525155;32906858496;1656547200;NOK
TOMTOM;Technology;Software—Application;tom2.as;8.0649995803833;5.95 - 9.36;239957;N/A;0.0;1558569600;-0.27007;N/A;-32.26;-1.59;-0.25;1.160038;1023545216;1656547200;EUR
TOTALENERGIES;Energy;Oil & Gas Integrated;tte.pa;54.7599983215332;36.51 - 57.41;5271584;0.0555;0.0;1663718400;0.08845;15.822017;9.392796;3.461;5.83;1.034499;142852407296;1656547200;EUR
TOTALENERGIES EP GABON;Energy;Oil & Gas E&P;ec.pa;172.0;130.50 - 203.00;322;0.0932;0.09936046511627906;1654646400;0.050440002;N/A;N/A;-16.122;N/A;0.95448;774000000;1640908800;EUR
TOUAX;Industrials;Rental & Leasing Services;toup.pa;8.319999694824219;5.84 - 9.28;1858;N/A;0.0;1419897600;0.07477;9.904762;36.173912;0.84;0.23;1.781504;57607928;1640908800;EUR
TOUR EIFFEL;Real Estate;REIT—Office;eiff.pa;21.5;21.50 - 31.40;1473;0.0673;0.02223215503875969;1655078400;0.014789999;33.59375;N/A;0.64;N/A;0.83517;356330240;1656547200;EUR
Toyota Caetano;Consumer Cyclical;Auto Manufacturers;sct.ls;3.640000104904175;2.67 - 4.20;118;0.0541;0.019780219210157258;1654560000;0.02853;24.105963;N/A;0.151;N/A;0.195495;127400000;1640908800;EUR
TRANSGENE;Healthcare;Biotechnology;tng.pa;2.1600000858306885;1.60 - 2.99;15458;N/A;0.0;N/A;-1.14823;N/A;-3.7241383;-0.21;-0.58;0.842836;181097200;1640908800;EUR
TRANSITION SHARES;Financial Services;Shell Companies;tran.pa;9.600000381469727;9.50 - 10.00;0;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
TREASURE;Financial Services;Asset Management;tre.ol;16.25;14.30 - 19.00;33367;0.0629;0.008205128205128205;1647388800;0.0;1.9754437;N/A;8.226;N/A;0.870627;3377318912;1640908800;NOK
TRIGANO;Consumer Cyclical;Recreational Vehicles;tri.pa;90.94999694824219;89.45 - 189.90;14821;0.051999997;0.027121129735390725;1652313600;0.08157;12.574312;9.00495;7.233;10.1;1.549113;1748832000;1646006400;EUR
TUBIZE-FIN;Healthcare;Biotechnology;tub.br;72.5;70.90 - 100.80;4768;0.01;0.005977011494252873;1651536000;0.0;12.38681;N/A;5.853;N/A;0.566363;3224553472;1640908800;EUR
TULLOW OIL PLC;Energy;Oil & Gas E&P;tqw.ir;0.515999972820282;0.45 - 0.80;0;N/A;0.015180879352607273;1567036800;-0.063379996;N/A;N/A;-0.72;N/A;2.509822;738917120;1640908800;EUR
UBISOFT ENTERTAIN;Communication Services;Electronic Gaming & Multimedia;ubi.pa;41.869998931884766;33.84 - 57.20;364407;N/A;0.0;N/A;0.037219997;N/A;13.727869;-0.841;3.05;0.134163;5164204032;1648684800;EUR
UCB;Healthcare;Biotechnology;ucb.br;70.4000015258789;70.40 - 116.05;274861;0.017;0.011884469439380757;1651190400;0.15135;18.67374;14.852322;3.77;4.74;0.425491;13292364800;1656547200;EUR
ULTIMOVACS;Healthcare;Biotechnology;ulti.ol;69.9000015258789;60.50 - 170.20;21668;N/A;0.0;N/A;0.0;N/A;N/A;-3.984;N/A;1.309029;2392103936;1648684800;NOK
UNIVERSAL MUSIC GROUP;Communication Services;Entertainment;umg.as;20.34000015258789;17.58 - 27.96;1093185;0.0218;0.003277613872494714;1664928000;0.07175;34.47458;25.746836;0.59;0.79;N/A;36881301504;1656547200;EUR
UMICORE;Industrials;Pollution & Treatment Controls;umi.br;33.20000076293945;31.17 - 57.08;442140;0.0226;0.013805220566288731;1651449600;0.02572;61.48148;19.880241;0.54;1.67;1.199329;7987123200;1640908800;EUR
UNIBAIL-RODAMCO-WESTFIELD;Real Estate;REIT—Retail;urw.as;53.0;45.69 - 75.98;515607;N/A;0.06792452830188679;1593648000;0.0189;N/A;5.79235;-52.1;9.15;2.161396;7345482240;1656547200;EUR
UNIBEL;Consumer Defensive;Packaged Foods;unbl.pa;955.0;870.00 - 1,180.00;3;0.0091;0.010296684118673648;1652659200;0.13906999;21.643059;N/A;44.125;N/A;0.222328;2001794560;1640908800;EUR
UNIFIEDPOST GROUP SA/NV;Technology;Software—Application;upg.br;5.039999961853027;2.26 - 18.98;163179;N/A;0.0;N/A;-0.15322;N/A;N/A;-13.221;N/A;N/A;168585984;1640908800;EUR
UNILEVER PLC;Consumer Defensive;Household & Personal Products;una.as;46.845001220703125;39.36 - 48.81;1827105;0.0358;0.014775678271532715;1659571200;0.103649996;22.0967;18.156979;2.12;2.58;0.10781;120216920064;1656547200;EUR
UNION FIN.FRANCE BANQUE;Financial Services;Asset Management;uff.pa;15.100000381469727;14.75 - 20.90;1694;0.24340001;0.09823399310331384;1653609600;0.04685;28.490568;7.365854;0.53;2.05;0.498322;244814800;1640908800;EUR
UNION TECH.INFOR.;Technology;Information Technology Services;fpg.pa;0.492000013589859;0.43 - 0.58;954;N/A;0.0;993168000;-0.018380001;98.4;N/A;0.005;N/A;1.135601;4300779;1640908800;EUR
V LANSCHOT KEMPEN;Financial Services;Banks—Regional;vlk.as;21.899999618530273;20.05 - 26.90;18320;0.1857;0.07762557212839295;1653609600;0.21364;20.877026;N/A;1.049;N/A;N/A;890712384;1648684800;EUR
VAA VISTA ALEGRE;Consumer Cyclical;Furnishings, Fixtures & Appliances;vaf.ls;0.8550000190734863;0.69 - 1.15;6273;N/A;0.0;N/A;0.01487;N/A;N/A;-0.013;N/A;0.166746;143340752;1656547200;EUR
VALEO;Consumer Cyclical;Auto Parts;fr.pa;19.094999313354492;13.80 - 29.80;702306;0.0168;0.008728288696512538;1653609600;0.00209;N/A;5.683036;-4.55;3.36;1.83517;4614841344;1656547200;EUR
VALLOUREC;Basic Materials;Steel;vk.pa;9.75;6.01 - 14.28;756465;N/A;0.0;1433376000;-0.093100004;N/A;19.117647;-9.664;0.51;3.326784;2230224640;1656547200;EUR
VALNEVA SE;Healthcare;Biotechnology;vla.pa;9.404000282287598;7.26 - 29.70;483234;N/A;0.0;N/A;-0.20698;N/A;13.245071;-0.71;0.71;0.985146;986987456;1648684800;EUR
VALUE8;Financial Services;Asset Management;value.as;6.260000228881836;5.30 - 6.76;2644;0.0517;0.02396166046575258;1658275200;0.88158995;7.129841;N/A;0.878;N/A;0.826066;60912244;1640908800;EUR
Value8 cumulatief financierings;Financial Services;Asset Management;preva.as;5.400000095367432;5.30 - 6.36;272;0.0631;0.06635802351943317;1666051200;0.88158995;6.1503415;N/A;0.878;N/A;0.826066;13600494;1640908800;EUR
VAM INVESTMENTS SHARES;Financial Services;Shell Companies;vam.as;9.600000381469727;9.54 - 10.50;21;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;216000016;N/A;EUR
VAN DE VELDE;Consumer Cyclical;Apparel Manufacturing;van.br;36.70000076293945;22.70 - 39.95;1651;0.0555;0.027594913141146742;1651536000;0.16414;33.12274;N/A;1.108;N/A;0.731672;481815968;1640908800;EUR
Vår Energi AS;Energy;Oil & Gas E&P;var.ol;43.41999816894531;25.56 - 46.40;4459918;0.106400006;0.0;1659571200;0.093789995;N/A;N/A;N/A;N/A;N/A;N/A;1656547200;NOK
VASTNED RETAIL N.V.;Real Estate;REIT—Retail;vastn.as;22.600000381469727;21.00 - 28.45;5653;0.075500004;0.06755162127866231;1659398400;0.97099;N/A;11.188119;-2.41;2.02;N/A;387635200;1656547200;EUR
VASTNED BELGIUM;Real Estate;REIT—Retail;vastb.br;30.700000762939453;26.80 - 34.80;432;0.0679;0.058631920367016116;1652140800;0.75157;N/A;N/A;-1.616;N/A;0.970771;155910560;1656547200;EUR
VEIDEKKE;Industrials;Engineering & Construction;vei.ol;99.80000305175781;88.10 - 136.40;204939;0.0704;0.11105544082584191;1652313600;0.02398;6.3912907;12.459426;15.615;8.01;0.686152;13468609536;1648684800;NOK
VEOLIA ENVIRON.;Industrials;Waste Management;vie.pa;23.100000381469727;22.21 - 33.49;1679415;0.040999997;0.017316017030063365;1656979200;0.01418;148.07692;14.713375;0.156;1.57;0.978917;15876861952;1640908800;EUR
VEON;Communication Services;Telecom Services;veon.as;0.5799999833106995;0.42 - 2.00;21842;N/A;0.086206899032298;1582675200;0.05179;N/A;N/A;-0.154;N/A;1.444444;1014495360;1648684800;EUR
VERALLIA;Consumer Cyclical;Packaging & Containers;vrla.pa;23.739999771118164;19.30 - 33.80;76218;0.0421;0.037208649614562654;1652918400;0.09564;14.2155695;N/A;1.67;N/A;1.062305;2771407616;1656547200;EUR
VERIMATRIX;Technology;Software—Infrastructure;vmx.pa;0.6949999928474426;0.64 - 1.51;91193;N/A;0.0;N/A;-0.18059;N/A;N/A;-0.021;N/A;1.615716;59383996;1656547200;EUR
VETOQUINOL;Healthcare;Drug Manufacturers—Specialty & Generic;veto.pa;118.0;109.00 - 161.00;989;0.0064999997;0.0024858757062146894;1654214400;0.12059;34.57369;N/A;3.413;N/A;0.669861;1395786624;1640908800;EUR
VGP;Real Estate;Real Estate Services;vgp.br;163.39999389648438;146.40 - 268.50;13162;0.04;0.027498981035335338;1653264000;16.68776;8.794402;N/A;18.58;N/A;0.594154;3567512064;1640908800;EUR
VICAT;Basic Materials;Building Materials;vct.pa;25.350000381469727;23.50 - 43.40;24825;0.0648;0.03944773116181005;1651190400;0.056789998;7.3054757;6.567358;3.47;3.86;1.343076;1120279936;1656547200;EUR
VIEL ET COMPAGNIE;Financial Services;Capital Markets;vil.pa;5.340000152587891;5.02 - 6.12;2131;0.0551;0.03308364449784703;1655251200;0.06043;8.929767;12.714287;0.598;0.42;0.513655;348812000;1640908800;EUR
VILMORIN & CIE;Consumer Defensive;Farm Products;rin.pa;44.099998474121094;37.90 - 57.27;5462;0.0396;0.029856388032287972;1639353600;0.0552;10.507504;7.9459453;4.197;5.55;0.805462;1010313344;1640908800;EUR
VINCI;Industrials;Engineering & Construction;dg.pa;92.63999938964844;80.74 - 103.74;649776;0.0348;0.021516983446311075;1650931200;0.06797;42.10909;13.643594;2.2;6.79;0.977479;52617297920;1656547200;EUR
VIOHALCO;Industrials;Metal Fabrication;vio.br;3.7850000858306885;3.21 - 5.15;985;0.026199998;0.003522677154816256;1654214400;0.039920002;45.602413;N/A;0.083;N/A;1.64734;981034176;1648684800;EUR
VIRBAC;Healthcare;Drug Manufacturers—General;virp.pa;373.0;327.00 - 448.50;2813;0.0034999999;0.0;1656028800;0.106359996;22.897482;N/A;16.29;N/A;0.818399;3152364800;1640908800;EUR
VISTIN PHARMA;Healthcare;Drug Manufacturers—Specialty & Generic;vistn.ol;16.0;14.90 - 22.30;22873;N/A;0.03125;1621555200;0.00385;16.666668;N/A;0.96;N/A;0.923334;709513600;1648684800;NOK
VITURA;Real Estate;REIT—Office;vtr.pa;28.399999618530273;27.60 - 39.96;152;0.0419;0.0;1653264000;0.75504994;16.569427;10.965251;1.714;2.59;0.804504;477563040;1656547200;EUR
VIVENDI SE;Communication Services;Entertainment;viv.pa;9.04800033569336;8.86 - 33.48;1961117;0.027;0.022104331629058647;1650931200;2.45697;7.1809525;13.113044;1.26;0.69;0.942022;9458779136;1656547200;EUR
VIVORYON THERAPEUTICS N.V.;Healthcare;Biotechnology;vvy.as;7.75;6.82 - 22.58;41869;N/A;0.0;N/A;-1.17568;N/A;N/A;-0.83;N/A;2.010541;155158880;1640908800;EUR
Volta Finance Limited;Financial Services;Asset Management;vta.as;5.139999866485596;5.04 - 6.44;12912;0.1088;0.07263294611495678;1657756800;0.69623;2.448785;5.14;2.099;1.0;0.999041;188024272;1643587200;EUR
VOLTALIA;Utilities;Utilities—Renewable;vltsa.pa;21.200000762939453;13.52 - 24.25;23784;N/A;0.0;N/A;-0.00287;255.4217;25.85366;0.083;0.82;0.577862;2019172864;1640908800;EUR
VOLUE ASA;Technology;Software—Application;volue.ol;30.149999618530273;22.75 - 67.00;82307;N/A;0.0;N/A;0.01841;314.0625;30.15;0.096;1.0;N/A;4330896384;1648684800;NOK
VOPAK;Energy;Oil & Gas Midstream;vpk.as;22.15999984741211;21.56 - 36.87;246133;0.0577;0.03534897737938444;1650585600;-0.15415;9.559965;9.119341;2.318;2.43;0.234307;2779595264;1656547200;EUR
VOSS VEKSEL- OG LANDMANDSBANK;Financial Services;Banks—Regional;vvl.ol;232.0;180.00 - 282.00;82;0.0402;0.02485632183908046;1651017600;0.39536998;15.487317;10.564664;14.98;21.96;0.365117;511263040;1648684800;NOK
VOW;Industrials;Pollution & Treatment Controls;vow.ol;24.700000762939453;15.14 - 36.40;116066;N/A;0.0;1558656000;0.00097000005;95.3668;N/A;0.259;N/A;1.385241;2831608064;1625011200;NOK
VRANKEN-POMMERY;Consumer Defensive;Beverages—Wineries & Distilleries;vrap.pa;17.100000381469727;16.00 - 19.55;1096;0.045100003;0.0;1657238400;0.0276;657.6923;14.74138;0.026;1.16;0.657402;151807136;1640908800;EUR
WAGA ENERGY;Industrials;Specialty Industrial Machinery;waga.pa;32.79999923706055;23.70 - 39.00;3077;N/A;0.0;N/A;-0.65745;N/A;N/A;-24.347;N/A;N/A;4749243;1640908800;EUR
WALLENIUS WILHELMSEN;Industrials;Marine Shipping;wawi.ol;57.5;30.48 - 78.45;950172;0.0164;0.0;1667952000;0.07008;N/A;8.345428;-5.613;6.89;1.902731;24288229376;1648684800;NOK
WAREHOUSES ESTATES BELGIUM - W.;Real Estate;REIT—Diversified;web.br;37.29999923706055;36.22 - 43.50;171;0.0479;0.06836461265839304;1651536000;0.65760005;11.692789;N/A;3.19;N/A;0.389554;118104480;1640908800;EUR
WAVESTONE;Technology;Information Technology Services;wave.pa;47.29999923706055;39.00 - 55.80;8881;0.0075;0.0064834391461551415;1659484800;0.10857;32.710926;9.311024;1.446;5.08;1.050311;943105216;1648684800;EUR
WAREHOUSES DE PAUW;Real Estate;REIT—Industrial;wdp.br;31.940000534057617;28.54 - 42.30;192444;0.026500002;0.0160718010253621;1651104000;2.9402301;12.989019;26.396694;2.459;1.21;N/A;5901617664;1656547200;EUR
WEBSTEP;Technology;Information Technology Services;wstep.ol;34.599998474121094;28.10 - 38.80;8557;0.053600002;0.04624277660580572;1651190400;0.064770006;25.127087;16.018517;1.377;2.16;0.832579;943490048;1648684800;NOK
WENDEL;Financial Services;Asset Management;mf.pa;82.1500015258789;75.30 - 127.50;38485;0.0335;0.03489551568375332;1655683200;0.13951;N/A;46.94286;-8.381;1.75;1.396741;3587088128;1640908800;EUR
WERELDHAVE Gewone aandelen;Real Estate;REIT—Retail;wha.as;14.390000343322754;11.47 - 18.69;42554;0.0757;0.05536251894784255;1651017600;-0.91616994;N/A;4.597444;-4.65;3.13;1.587446;577394432;1656547200;EUR
WERELDHAVE BELGIUM;Real Estate;REIT—Retail;wehb.br;52.20000076293945;44.00 - 62.00;2476;0.0784;0.08748403448125756;1649894400;1.00605;N/A;N/A;-2.812;N/A;0.902252;453725536;1656547200;EUR
WILH. WILHELMSEN HOLDING SER. A;Industrials;Marine Shipping;wwi.ol;227.0;166.54 - 299.00;9063;0.0293;0.01395007342143906;1651104000;0.20953;10.432944;5.4254303;21.758;41.84;0.953042;10097005568;1648684800;NOK
WILH. WILHELMSEN HOLDING SER. B;Industrials;Marine Shipping;wwib.ol;225.0;165.50 - 273.00;2812;0.0343;0.011111111111111112;1651104000;0.20953;10.341024;N/A;21.758;N/A;0.953042;10103355392;1648684800;NOK
WILSON;Industrials;Marine Shipping;wils.ol;65.0;33.41 - 89.00;9545;0.1265;0.02666666666666666;1649376000;0.28392;33.40185;N/A;1.946;N/A;0.423095;2900930560;1648684800;NOK
WOLTERS KLUWER;Industrials;Specialty Business Services;wkl.as;104.6500015258789;84.18 - 111.40;527882;0.0148;0.009810479232652302;1650844800;0.15258999;38.75926;39.490566;2.7;2.65;0.270723;26957422592;1640908800;EUR
WORLDLINE;Technology;Software—Infrastructure;wln.pa;41.79999923706055;31.82 - 76.45;441355;N/A;0.0;N/A;-0.22308001;51.35135;35.726498;0.814;1.17;1.275994;11710562304;1656547200;EUR
X-FAB SILICON FOUNDRIES SE;Technology;Semiconductors;xfab.pa;6.224999904632568;5.61 - 10.20;110098;N/A;0.0;N/A;0.099300005;29.642859;11.116071;0.21;0.56;2.040249;813184192;1656547200;EUR
XILAM ANIMATION;Communication Services;Entertainment;xil.pa;39.0;31.05 - 43.45;983;N/A;0.0;N/A;0.17711;30.757097;N/A;1.268;N/A;0.748921;189246336;1640908800;EUR
XIOR;Real Estate;REIT—Diversified;xior.br;43.0;40.30 - 54.00;22975;0.0275;0.01884226356589147;1653264000;1.14851;N/A;20.873787;-1.176;2.06;0.611883;1085995136;1648684800;EUR
XXL;Consumer Cyclical;Specialty Retail;xxl.ol;5.994999885559082;5.36 - 17.12;334670;0.0938;0.11009174522085076;1654214400;-0.00521;5.2865963;4.8739834;1.134;1.23;2.30666;1462582144;1656547200;NOK
YARA INTERNATIONAL;Basic Materials;Agricultural Inputs;yar.ol;419.79998779296875;385.50 - 505.80;440100;0.073;0.05796411157909256;1652227200;0.06877;16.384357;10.259042;25.622;40.92;0.487302;106933968896;1656547200;NOK
ZALARIS;Industrials;Staffing & Employment Services;zal.ol;30.0;29.30 - 63.80;59524;0.0104;0.011111111111111112;1653004800;0.00653;10.327023;9.404388;2.905;3.19;1.137997;652032000;1648684800;NOK
1661388415;;;;;;;;;;;;;;;;;;
